"id";"cond1";"cond2";"cond_q";"expec";"q2";"exp2";"q3";"exp3";"q4";"exp4";"q5";"exp5";"list.id";"list.X0iag69rtodu334o9o79qju9g32";"list.ip";"list.X77.191.48.140";"list.time.s.";"list.X16.377.461.064.498";"list.data";"list.submit";"list.Ich.m√.chte.an.dem.Experiment.teilnehmen.";"list.X";"list.X.1";"list.X.2";"list.X.3";"list.X.4";"list.X.5";"list.X.6";"list.X.7";"list.X.8";"list.X.9";"list.X.10";"list.X.11";"list.X.12";"list.X.13";"list.X.14";"list.X.15";"list.X.16";"list.X.17";"list.X.18";"list.X.19";"list.X.20";"list.X.21"
"mlihsplnieda451rpode3vh692";"<id:prolificID>";"<id:prolificID>";"5b648251bd56550001bf31fd";"<id:age>";"50";"<id:sex>";"female";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;mlihsplnieda451rpode3vh692;ip;95.222.24.2;time(s);16.377.473.387.229;data;<id:prolificID>;<id:prolificID>;prolificID;5b648251bd56550001bf31fd;<id:age>;<id:age>;age;50;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"mlihsplnieda451rpode3vh692";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;mlihsplnieda451rpode3vh692;ip;95.222.24.2;time(s);16.377.473.417.670;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"mpugq2638glv4a9i4mfi8r07g3";"<id:prolificID>";"<id:prolificID>";"611bd4a9dd70ae4a2ad802ea";"<id:age>";"30";"<id:sex>";"male";"<id:edu>";"Master";"<id:natLang>";"Deutsch";"weiter";id;mpugq2638glv4a9i4mfi8r07g3;ip;80.138.105.119;time(s);16.377.469.043.936;data;<id:prolificID>;<id:prolificID>;prolificID;611bd4a9dd70ae4a2ad802ea;<id:age>;<id:age>;age;30;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Master;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"mpugq2638glv4a9i4mfi8r07g3";"feedback";"Die Studie hat an sich Spa√ü gemacht. Die Aufgabe war klar formuliert und war auch nicht langweilig. Ein paar Punkte, die mir aufgefallen sind:";"";"";"";"";"";"";"";"";"";"";id;mpugq2638glv4a9i4mfi8r07g3;ip;80.138.105.119;time(s);16.377.472.101.037;data;feedback;Die Studie hat an sich Spa√ü gemacht. Die Aufgabe war klar formuliert und war auch nicht langweilig. Ein paar Punkte, die mir aufgefallen sind:;;;;;;;;;;;;;;;;;;;;;;
"nvpitnpqctsu7jqa1le6avbqg1";"<id:prolificID>";"<id:prolificID>";"5e47c3608b051d26181ccf1c";"<id:age>";"58";"<id:sex>";"female";"<id:edu>";"Staatsexamen";"<id:natLang>";"Deutsch";"weiter";id;nvpitnpqctsu7jqa1le6avbqg1;ip;92.237.244.148;time(s);16.377.463.945.233;data;<id:prolificID>;<id:prolificID>;prolificID;5e47c3608b051d26181ccf1c;<id:age>;<id:age>;age;58;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Staatsexamen;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"nvpitnpqctsu7jqa1le6avbqg1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;nvpitnpqctsu7jqa1le6avbqg1;ip;92.237.244.148;time(s);16.377.464.028.710;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"odanj9ngk8jvsnp2pfbhqfhal2";"<id:prolificID>";"<id:prolificID>";"60188e70aac0c8161be05589";"<id:age>";"35";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"deutsch";"weiter";id;odanj9ngk8jvsnp2pfbhqfhal2;ip;178.142.140.250;time(s);16.377.461.975.962;data;<id:prolificID>;<id:prolificID>;prolificID;60188e70aac0c8161be05589;<id:age>;<id:age>;age;35;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"odanj9ngk8jvsnp2pfbhqfhal2";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;odanj9ngk8jvsnp2pfbhqfhal2;ip;178.142.140.250;time(s);16.377.462.003.923;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"olmvjd6s03vnm8sc2nhcou3l30";"<id:prolificID>";"<id:prolificID>";"611e2ee59d5a5784c88a6f8c";"<id:age>";"36";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"deutsch";"weiter";id;olmvjd6s03vnm8sc2nhcou3l30;ip;80.65.122.186;time(s);16.377.476.636.151;data;<id:prolificID>;<id:prolificID>;prolificID;611e2ee59d5a5784c88a6f8c;<id:age>;<id:age>;age;36;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"olmvjd6s03vnm8sc2nhcou3l30";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;olmvjd6s03vnm8sc2nhcou3l30;ip;80.65.122.186;time(s);16.377.476.748.577;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"pc85ap8dovc53j83cq8pqi2pd0";"<id:prolificID>";"<id:prolificID>";"59a426b35fd74b0001abfa4f";"<id:age>";"39";"<id:sex>";"female";"<id:edu>";"Mittlere Reife";"<id:natLang>";"Deutsch";"weiter";id;pc85ap8dovc53j83cq8pqi2pd0;ip;84.157.100.41;time(s);16.377.464.962.049;data;<id:prolificID>;<id:prolificID>;prolificID;59a426b35fd74b0001abfa4f;<id:age>;<id:age>;age;39;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Mittlere Reife;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"pc85ap8dovc53j83cq8pqi2pd0";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;pc85ap8dovc53j83cq8pqi2pd0;ip;84.157.100.41;time(s);16.377.464.998.639;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"pruersqa8c4tdv6t69lf6175c5";"<id:prolificID>";"<id:prolificID>";"61556e8e1b4145282de0ed04";"<id:age>";"24";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;pruersqa8c4tdv6t69lf6175c5;ip;92.104.76.107;time(s);16.377.478.483.306;data;<id:prolificID>;<id:prolificID>;prolificID;61556e8e1b4145282de0ed04;<id:age>;<id:age>;age;24;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"pruersqa8c4tdv6t69lf6175c5";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;pruersqa8c4tdv6t69lf6175c5;ip;92.104.76.107;time(s);16.377.478.549.454;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"q6329ddj41rl910cu46p2jcde2";"<id:prolificID>";"<id:prolificID>";"5da727bfc2a70a0011a128e0";"<id:age>";"59";"<id:sex>";"female";"<id:edu>";"Abgeschlossene kaufm√§nnische Berufsausbildung (duales System) nach Realschulabschluss";"<id:natLang>";"Deutsch";"weiter";id;q6329ddj41rl910cu46p2jcde2;ip;80.141.249.180;time(s);16.377.466.883.740;data;<id:prolificID>;<id:prolificID>;prolificID;5da727bfc2a70a0011a128e0;<id:age>;<id:age>;age;59;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abgeschlossene kaufm√§nnische Berufsausbildung (duales System) nach Realschulabschluss;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"q6329ddj41rl910cu46p2jcde2";"feedback";"Alles ist reibungslos und z√ºgig verlaufen.";"";"";"";"";"";"";"";"";"";"";id;q6329ddj41rl910cu46p2jcde2;ip;80.141.249.180;time(s);16.377.467.091.006;data;feedback;Alles ist reibungslos und z√ºgig verlaufen.;;;;;;;;;;;;;;;;;;;;;;
"qkih3gqfnppihg0pne9i3b4hq4";"<id:prolificID>";"<id:prolificID>";"61557b45faa33549b1e71618";"<id:age>";"33";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch/√ñsterreich";"weiter";id;qkih3gqfnppihg0pne9i3b4hq4;ip;185.17.14.13;time(s);16.377.488.817.502;data;<id:prolificID>;<id:prolificID>;prolificID;61557b45faa33549b1e71618;<id:age>;<id:age>;age;33;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch/√ñsterreich;submit;weiter;;
"qkih3gqfnppihg0pne9i3b4hq4";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;qkih3gqfnppihg0pne9i3b4hq4;ip;185.17.14.13;time(s);16.377.488.839.267;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"rv0338rvvvg40k6nv6gj3heaj7";"<id:prolificID>";"<id:prolificID>";"60fd2caccef1bca1241c92b9";"<id:age>";"27";"<id:sex>";"female";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;rv0338rvvvg40k6nv6gj3heaj7;ip;91.43.51.94;time(s);16.377.474.391.334;data;<id:prolificID>;<id:prolificID>;prolificID;60fd2caccef1bca1241c92b9;<id:age>;<id:age>;age;27;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"rv0338rvvvg40k6nv6gj3heaj7";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;rv0338rvvvg40k6nv6gj3heaj7;ip;91.43.51.94;time(s);16.377.474.409.597;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"sv7vpmugbdjfnl4rvp1kh0vs34";"<id:prolificID>";"<id:prolificID>";"5d9fa5803760ce00149b815a";"<id:age>";"53";"<id:sex>";"female";"<id:edu>";"Abitur";"<id:natLang>";"deutsch";"weiter";id;sv7vpmugbdjfnl4rvp1kh0vs34;ip;79.253.2.23;time(s);16.377.469.308.567;data;<id:prolificID>;<id:prolificID>;prolificID;5d9fa5803760ce00149b815a;<id:age>;<id:age>;age;53;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"sv7vpmugbdjfnl4rvp1kh0vs34";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;sv7vpmugbdjfnl4rvp1kh0vs34;ip;79.253.2.23;time(s);16.377.469.729.524;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"tkoifl7a977maao066k3v04dk4";"<id:prolificID>";"<id:prolificID>";"60e6d460c610e74cad181b03";"<id:age>";"33";"<id:sex>";"female";"<id:edu>";"Master";"<id:natLang>";"Deutsch";"weiter";id;tkoifl7a977maao066k3v04dk4;ip;2.24.108.168;time(s);16.377.463.843.696;data;<id:prolificID>;<id:prolificID>;prolificID;60e6d460c610e74cad181b03;<id:age>;<id:age>;age;33;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Master;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"tkoifl7a977maao066k3v04dk4";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;tkoifl7a977maao066k3v04dk4;ip;2.24.108.168;time(s);16.377.463.890.093;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"vis02hh2jo0pc8rflih5fseev2";"<id:prolificID>";"<id:prolificID>";"604e372ea77f55aa4d089681";"<id:age>";"31";"<id:sex>";"female";"<id:edu>";"Abitur ";"<id:natLang>";"Deutsch ";"weiter";id;vis02hh2jo0pc8rflih5fseev2;ip;82.132.218.106;time(s);16.377.469.154.703;data;<id:prolificID>;<id:prolificID>;prolificID;604e372ea77f55aa4d089681;<id:age>;<id:age>;age;31;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur ;<id:natLang>;<id:natLang>;natLang;Deutsch ;submit;weiter;;
"vis02hh2jo0pc8rflih5fseev2";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;vis02hh2jo0pc8rflih5fseev2;ip;82.132.218.106;time(s);16.377.469.185.012;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"2d4oinih2o6mqei0vioigq6hu1";"<id:prolificID>";"<id:prolificID>";"60d5786d3ea6636710a77519";"<id:age>";"31";"<id:sex>";"male";"<id:edu>";"FH";"<id:natLang>";"Deutsch";"weiter";id;2d4oinih2o6mqei0vioigq6hu1;ip;146.241.73.49;time(s);16.377.483.099.501;data;<id:prolificID>;<id:prolificID>;prolificID;60d5786d3ea6636710a77519;<id:age>;<id:age>;age;31;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;FH;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"2d4oinih2o6mqei0vioigq6hu1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;2d4oinih2o6mqei0vioigq6hu1;ip;146.241.73.49;time(s);16.377.483.131.173;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"46kp4o1k5opbh8upc5895ri4b3";"<id:prolificID>";"<id:prolificID>";"6113c4b83fd23931c1aad1fc";"<id:age>";"19";"<id:sex>";"female";"<id:edu>";"Allgemeine Hochschulreife";"<id:natLang>";"Deutsch";"weiter";id;46kp4o1k5opbh8upc5895ri4b3;ip;80.187.111.35;time(s);16.377.471.612.157;data;<id:prolificID>;<id:prolificID>;prolificID;6113c4b83fd23931c1aad1fc;<id:age>;<id:age>;age;19;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Allgemeine Hochschulreife;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"46kp4o1k5opbh8upc5895ri4b3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;46kp4o1k5opbh8upc5895ri4b3;ip;80.187.111.35;time(s);16.377.471.634.062;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"565sbiadgbqvl811v248ss2710";"<id:prolificID>";"<id:prolificID>";"5f9a7cb8b064e8184a4bdf54";"<id:age>";"48";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;565sbiadgbqvl811v248ss2710;ip;62.178.213.15;time(s);16.377.476.871.535;data;<id:prolificID>;<id:prolificID>;prolificID;5f9a7cb8b064e8184a4bdf54;<id:age>;<id:age>;age;48;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"565sbiadgbqvl811v248ss2710";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;565sbiadgbqvl811v248ss2710;ip;62.178.213.15;time(s);16.377.476.943.426;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"5d4ca60et67jsol5jsel9un3n2";"<id:prolificID>";"<id:prolificID>";"5f75986c7befb820e5497fe2";"<id:age>";"40";"<id:sex>";"male";"<id:edu>";"Diplom";"<id:natLang>";"Deutsch";"weiter";id;5d4ca60et67jsol5jsel9un3n2;ip;5.146.93.65;time(s);16.377.479.267.422;data;<id:prolificID>;<id:prolificID>;prolificID;5f75986c7befb820e5497fe2;<id:age>;<id:age>;age;40;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Diplom;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"5d4ca60et67jsol5jsel9un3n2";"feedback";"Interessante Studie";"";"";"";"";"";"";"";"";"";"";id;5d4ca60et67jsol5jsel9un3n2;ip;5.146.93.65;time(s);16.377.479.429.103;data;feedback;Interessante Studie;;;;;;;;;;;;;;;;;;;;;;
"70t1tqhthg96pcgtehgs6h8g02";"<id:prolificID>";"<id:prolificID>";"5d6fda2bde432b0019b19ba7";"<id:age>";"54";"<id:sex>";"male";"<id:edu>";"Master";"<id:natLang>";"Deutsch";"weiter";id;70t1tqhthg96pcgtehgs6h8g02;ip;87.189.18.43;time(s);16.377.461.073.226;data;<id:prolificID>;<id:prolificID>;prolificID;5d6fda2bde432b0019b19ba7;<id:age>;<id:age>;age;54;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Master;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"70t1tqhthg96pcgtehgs6h8g02";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;70t1tqhthg96pcgtehgs6h8g02;ip;87.189.18.43;time(s);16.377.461.100.226;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"787ied613ll1sgtb1nud0cptd5";"<id:prolificID>";"<id:prolificID>";"615f7810191cf32e93365694";"<id:age>";"23";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;787ied613ll1sgtb1nud0cptd5;ip;95.90.247.25;time(s);16.377.478.795.272;data;<id:prolificID>;<id:prolificID>;prolificID;615f7810191cf32e93365694;<id:age>;<id:age>;age;23;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"787ied613ll1sgtb1nud0cptd5";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;787ied613ll1sgtb1nud0cptd5;ip;95.90.247.25;time(s);16.377.478.818.256;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"798usl5a2ipdur7nvlrkt9agq3";"<id:prolificID>";"<id:prolificID>";"5efb72be797e710d8060aa05";"<id:age>";"50";"<id:sex>";"male";"<id:edu>";"Fachabitur";"<id:natLang>";"Deutsch";"weiter";id;798usl5a2ipdur7nvlrkt9agq3;ip;88.130.60.210;time(s);16.377.464.061.430;data;<id:prolificID>;<id:prolificID>;prolificID;5efb72be797e710d8060aa05;<id:age>;<id:age>;age;50;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Fachabitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"798usl5a2ipdur7nvlrkt9agq3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;798usl5a2ipdur7nvlrkt9agq3;ip;88.130.60.210;time(s);16.377.464.089.310;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"8an1kg7djt9khhavo91o4dq626";"<id:prolificID>";"<id:prolificID>";"5fc4c4a96640b184dd4845cc";"<id:age>";"43";"<id:sex>";"male";"<id:edu>";"Diplom ";"<id:natLang>";"Deutsch";"weiter";id;8an1kg7djt9khhavo91o4dq626;ip;133.106.212.179;time(s);16.377.462.046.259;data;<id:prolificID>;<id:prolificID>;prolificID;5fc4c4a96640b184dd4845cc;<id:age>;<id:age>;age;43;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Diplom ;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"8an1kg7djt9khhavo91o4dq626";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;8an1kg7djt9khhavo91o4dq626;ip;133.106.212.179;time(s);16.377.462.083.483;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"8uutc942bjet89s8la11n2tdm7";"<id:prolificID>";"<id:prolificID>";"58c537bfb101a7000129391a";"<id:age>";"39";"<id:sex>";"female";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;8uutc942bjet89s8la11n2tdm7;ip;93.231.36.163;time(s);16.377.473.037.478;data;<id:prolificID>;<id:prolificID>;prolificID;58c537bfb101a7000129391a;<id:age>;<id:age>;age;39;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"8uutc942bjet89s8la11n2tdm7";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;8uutc942bjet89s8la11n2tdm7;ip;93.231.36.163;time(s);16.377.473.061.007;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"975ccs2bqlh65duns9et4u68j1";"<id:prolificID>";"<id:prolificID>";"6155bd80c7a9dcaaa175fd4f";"<id:age>";"48";"<id:sex>";"male";"<id:edu>";"H√∂here Fachschule";"<id:natLang>";"Deutsch";"weiter";id;975ccs2bqlh65duns9et4u68j1;ip;84.227.83.7;time(s);16.377.454.156.774;data;<id:prolificID>;<id:prolificID>;prolificID;6155bd80c7a9dcaaa175fd4f;<id:age>;<id:age>;age;48;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;H√∂here Fachschule;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"975ccs2bqlh65duns9et4u68j1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;975ccs2bqlh65duns9et4u68j1;ip;84.227.83.7;time(s);16.377.454.190.375;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"9v2a18st9b7pjd35ajps6gvvr3";"<id:prolificID>";"<id:prolificID>";"5a33c9b80758280001030b0d";"<id:age>";"32";"<id:sex>";"female";"<id:edu>";"M.A.";"<id:natLang>";"Deutsch";"weiter";id;9v2a18st9b7pjd35ajps6gvvr3;ip;80.0.6.185;time(s);16.377.474.006.438;data;<id:prolificID>;<id:prolificID>;prolificID;5a33c9b80758280001030b0d;<id:age>;<id:age>;age;32;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;M.A.;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"9v2a18st9b7pjd35ajps6gvvr3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;9v2a18st9b7pjd35ajps6gvvr3;ip;80.0.6.185;time(s);16.377.474.032.786;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"ajqiq6j215nt4n28ast7r9u885";"<id:prolificID>";"<id:prolificID>";"6156fbf134f9491024219cf6";"<id:age>";"53";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;ajqiq6j215nt4n28ast7r9u885;ip;178.251.68.251;time(s);16.377.466.621.633;data;<id:prolificID>;<id:prolificID>;prolificID;6156fbf134f9491024219cf6;<id:age>;<id:age>;age;53;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"ajqiq6j215nt4n28ast7r9u885";"feedback";"mir f√§llt kein kommentar ein";"";"";"";"";"";"";"";"";"";"";id;ajqiq6j215nt4n28ast7r9u885;ip;178.251.68.251;time(s);16.377.466.786.918;data;feedback;mir f√§llt kein kommentar ein;;;;;;;;;;;;;;;;;;;;;;
"b1okj31j1606u8d9hcf2v7knm1";"<id:prolificID>";"<id:prolificID>";"5aeaf9a9cb04880001cbd1a5";"<id:age>";"31";"<id:sex>";"female";"<id:edu>";"Universit√§t Master";"<id:natLang>";"Deutsch, Englisch";"weiter";id;b1okj31j1606u8d9hcf2v7knm1;ip;80.109.24.116;time(s);16.377.459.129.464;data;<id:prolificID>;<id:prolificID>;prolificID;5aeaf9a9cb04880001cbd1a5;<id:age>;<id:age>;age;31;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Universit√§t Master;<id:natLang>;<id:natLang>;natLang;Deutsch, Englisch;submit;weiter;;
"b1okj31j1606u8d9hcf2v7knm1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;b1okj31j1606u8d9hcf2v7knm1;ip;80.109.24.116;time(s);16.377.459.167.196;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"b8tjbohogv37t94jh7tfas3vq1";"<id:prolificID>";"<id:prolificID>";"5cf6a27fad94a70001a80ea6";"<id:age>";"33";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;b8tjbohogv37t94jh7tfas3vq1;ip;178.7.199.204;time(s);16.377.471.708.034;data;<id:prolificID>;<id:prolificID>;prolificID;5cf6a27fad94a70001a80ea6;<id:age>;<id:age>;age;33;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"b8tjbohogv37t94jh7tfas3vq1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;b8tjbohogv37t94jh7tfas3vq1;ip;178.7.199.204;time(s);16.377.471.795.703;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
