"id";"cond1";"cond2";"cond_q";"expec";"q2";"exp2";"q3";"exp3";"q4";"exp4";"q5";"exp5";"list.id";"list.X0iag69rtodu334o9o79qju9g32";"list.ip";"list.X77.191.48.140";"list.time.s.";"list.X16.377.461.064.498";"list.data";"list.submit";"list.Ich.m√.chte.an.dem.Experiment.teilnehmen.";"list.X";"list.X.1";"list.X.2";"list.X.3";"list.X.4";"list.X.5";"list.X.6";"list.X.7";"list.X.8";"list.X.9";"list.X.10";"list.X.11";"list.X.12";"list.X.13";"list.X.14";"list.X.15";"list.X.16";"list.X.17";"list.X.18";"list.X.19";"list.X.20";"list.X.21"
"c9voulvrstido82h2tck6a2to1";"<id:prolificID>";"<id:prolificID>";"6104f6ebaf3346f60fbe762f";"<id:age>";"30";"<id:sex>";"male";"<id:edu>";"BSc";"<id:natLang>";"Deutsch";"weiter";id;c9voulvrstido82h2tck6a2to1;ip;84.115.221.0;time(s);16.377.478.791.965;data;<id:prolificID>;<id:prolificID>;prolificID;6104f6ebaf3346f60fbe762f;<id:age>;<id:age>;age;30;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;BSc;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"c9voulvrstido82h2tck6a2to1";"feedback";"Hat sehr gut funktioniert, also keine technischen Probleme oder √§nhliches und war auch sehr interessant obwohl ich keine Ahnung habe welche Erkenntnisse daruas gezogen werden (Aber das ist f√ºr den Erfolg der Studie wahrscheinlich auch besser so :)), falls technisch m√∂glich, w√§re es sicher gut die Studie diese auch f√ºr Smartphones verf√ºgbar zu machen, damit erreichen sie noch mehr Probanden, LG Max J ";"";"";"";"";"";"";"";"";"";"";id;c9voulvrstido82h2tck6a2to1;ip;84.115.221.0;time(s);16.377.481.578.626;data;feedback;Hat sehr gut funktioniert, also keine technischen Probleme oder √§nhliches und war auch sehr interessant obwohl ich keine Ahnung habe welche Erkenntnisse daruas gezogen werden (Aber das ist f√ºr den Erfolg der Studie wahrscheinlich auch besser so :)), falls technisch m√∂glich, w√§re es sicher gut die Studie diese auch f√ºr Smartphones verf√ºgbar zu machen, damit erreichen sie noch mehr Probanden, LG Max J ;;;;;;;;;;;;;;;;;;;;;;
"cui5aud676g5hc2ut7mffmrkq3";"<id:prolificID>";"<id:prolificID>";"611ac84ec3f047ebad425aba";"<id:age>";"26";"<id:sex>";"female";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;cui5aud676g5hc2ut7mffmrkq3;ip;94.134.229.43;time(s);16.377.464.467.691;data;<id:prolificID>;<id:prolificID>;prolificID;611ac84ec3f047ebad425aba;<id:age>;<id:age>;age;26;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"cui5aud676g5hc2ut7mffmrkq3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;cui5aud676g5hc2ut7mffmrkq3;ip;94.134.229.43;time(s);16.377.464.551.837;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"e3tdeg9pnpsj2946krrklqgog4";"<id:prolificID>";"<id:prolificID>";"5f10219362a3810008c4f2c3";"<id:age>";"34";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;e3tdeg9pnpsj2946krrklqgog4;ip;37.5.242.0;time(s);16.377.476.765.138;data;<id:prolificID>;<id:prolificID>;prolificID;5f10219362a3810008c4f2c3;<id:age>;<id:age>;age;34;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"e3tdeg9pnpsj2946krrklqgog4";"feedback";"Das repetative \"Darum\" war auf dauer unsch√∂n zu lesen.";"";"";"";"";"";"";"";"";"";"";id;e3tdeg9pnpsj2946krrklqgog4;ip;37.5.242.0;time(s);16.377.477.406.538;data;feedback;Das repetative "Darum" war auf dauer unsch√∂n zu lesen.;;;;;;;;;;;;;;;;;;;;;;
"empkq5va1q24um31fb71hvgus1";"<id:prolificID>";"<id:prolificID>";"60fdac6904c9449b43cdbcdd";"<id:age>";"28";"<id:sex>";"female";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;empkq5va1q24um31fb71hvgus1;ip;93.212.248.30;time(s);16.377.467.005.509;data;<id:prolificID>;<id:prolificID>;prolificID;60fdac6904c9449b43cdbcdd;<id:age>;<id:age>;age;28;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"empkq5va1q24um31fb71hvgus1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;empkq5va1q24um31fb71hvgus1;ip;93.212.248.30;time(s);16.377.467.043.846;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"fgp7jnqhcukuroe7q5i546bpu3";"<id:prolificID>";"<id:prolificID>";"5fda0cb090594536df271d12";"<id:age>";"21";"<id:sex>";"female";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;fgp7jnqhcukuroe7q5i546bpu3;ip;95.91.230.231;time(s);16.377.476.021.846;data;<id:prolificID>;<id:prolificID>;prolificID;5fda0cb090594536df271d12;<id:age>;<id:age>;age;21;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"fgp7jnqhcukuroe7q5i546bpu3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;fgp7jnqhcukuroe7q5i546bpu3;ip;95.91.230.231;time(s);16.377.476.053.836;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"ft6dd5nlkeb4jat2if2a0fto14";"<id:prolificID>";"<id:prolificID>";"5cb19af6c642510015463de2";"<id:age>";"33";"<id:sex>";"male";"<id:edu>";"Realschule";"<id:natLang>";"deutsch";"weiter";id;ft6dd5nlkeb4jat2if2a0fto14;ip;92.78.122.67;time(s);16.377.466.030.745;data;<id:prolificID>;<id:prolificID>;prolificID;5cb19af6c642510015463de2;<id:age>;<id:age>;age;33;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Realschule;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"ft6dd5nlkeb4jat2if2a0fto14";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;ft6dd5nlkeb4jat2if2a0fto14;ip;92.78.122.67;time(s);16.377.466.099.590;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"j1g78qimsec60n7ci73d3dbii1";"<id:prolificID>";"<id:prolificID>";"6166ca985801f57fec1e54b6";"<id:age>";"21";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;j1g78qimsec60n7ci73d3dbii1;ip;84.154.212.16;time(s);16.377.473.568.937;data;<id:prolificID>;<id:prolificID>;prolificID;6166ca985801f57fec1e54b6;<id:age>;<id:age>;age;21;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"j1g78qimsec60n7ci73d3dbii1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;j1g78qimsec60n7ci73d3dbii1;ip;84.154.212.16;time(s);16.377.473.586.946;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"j1n7kbb5j6mb4rfqumgftlvaf5";"<id:prolificID>";"<id:prolificID>";"5f4f6af15e8dec017338fd49";"<id:age>";"37";"<id:sex>";"male";"<id:edu>";"Bachelor";"<id:natLang>";"Deutsch";"weiter";id;j1n7kbb5j6mb4rfqumgftlvaf5;ip;78.54.69.17;time(s);16.377.476.905.221;data;<id:prolificID>;<id:prolificID>;prolificID;5f4f6af15e8dec017338fd49;<id:age>;<id:age>;age;37;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"j1n7kbb5j6mb4rfqumgftlvaf5";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;j1n7kbb5j6mb4rfqumgftlvaf5;ip;78.54.69.17;time(s);16.377.477.000.438;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"l5med9jhv1ht5mg7vcqclrp5i1";"<id:prolificID>";"<id:prolificID>";"5a942689b5e2110001c67d93";"<id:age>";"31";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;l5med9jhv1ht5mg7vcqclrp5i1;ip;217.6.218.90;time(s);16.377.468.930.942;data;<id:prolificID>;<id:prolificID>;prolificID;5a942689b5e2110001c67d93;<id:age>;<id:age>;age;31;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"l5med9jhv1ht5mg7vcqclrp5i1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;l5med9jhv1ht5mg7vcqclrp5i1;ip;217.6.218.90;time(s);16.377.468.956.916;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"ohudnie5c6b9nigmq8r83cihu5";"<id:prolificID>";"<id:prolificID>";"607c806a362210faecfdecf8";"<id:age>";"20";"<id:sex>";"female";"<id:edu>";"Ausbildung";"<id:natLang>";"Deutsch";"weiter";id;ohudnie5c6b9nigmq8r83cihu5;ip;193.27.50.73;time(s);16.377.458.059.923;data;<id:prolificID>;<id:prolificID>;prolificID;607c806a362210faecfdecf8;<id:age>;<id:age>;age;20;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Ausbildung;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"ohudnie5c6b9nigmq8r83cihu5";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;ohudnie5c6b9nigmq8r83cihu5;ip;193.27.50.73;time(s);16.377.458.076.280;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"pffe2humq88lj7fva9mo1ebl54";"<id:prolificID>";"<id:prolificID>";"614ecc457930c774e887f643";"<id:age>";"54";"<id:sex>";"male";"<id:edu>";"Diplom (Uni)";"<id:natLang>";"Deutsch";"weiter";id;pffe2humq88lj7fva9mo1ebl54;ip;160.13.78.123;time(s);16.377.471.890.158;data;<id:prolificID>;<id:prolificID>;prolificID;614ecc457930c774e887f643;<id:age>;<id:age>;age;54;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Diplom (Uni);<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"pffe2humq88lj7fva9mo1ebl54";"feedback";"was X dann gemacht hat war sehr allgemein und beinhaltete oft andere m√∂gliche Antworten. ";"";"";"";"";"";"";"";"";"";"";id;pffe2humq88lj7fva9mo1ebl54;ip;160.13.78.123;time(s);16.377.472.666.387;data;feedback;was X dann gemacht hat war sehr allgemein und beinhaltete oft andere m√∂gliche Antworten. ;;;;;;;;;;;;;;;;;;;;;;
"q5m2nv1l45mkl1c0htrldh01i6";"<id:prolificID>";"<id:prolificID>";"61574c44d4bd510e680f9d7a";"<id:age>";"24";"<id:sex>";"male";"<id:edu>";"Realschulabschluss";"<id:natLang>";"Deutsch";"weiter";id;q5m2nv1l45mkl1c0htrldh01i6;ip;93.215.152.156;time(s);16.377.478.796.838;data;<id:prolificID>;<id:prolificID>;prolificID;61574c44d4bd510e680f9d7a;<id:age>;<id:age>;age;24;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Realschulabschluss;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"q5m2nv1l45mkl1c0htrldh01i6";"feedback";"Die Studie hat einen sch√∂nen Aufbau. Sie ist leicht zu verstehen, alles ist gut zu lesen. Die Progressbar hilft die Motivation zu behalten.";"";"";"";"";"";"";"";"";"";"";id;q5m2nv1l45mkl1c0htrldh01i6;ip;93.215.152.156;time(s);16.377.480.283.192;data;feedback;Die Studie hat einen sch√∂nen Aufbau. Sie ist leicht zu verstehen, alles ist gut zu lesen. Die Progressbar hilft die Motivation zu behalten.;;;;;;;;;;;;;;;;;;;;;;
"q5v4pphr37t8ev3o01g02ur1o0";"<id:prolificID>";"<id:prolificID>";"6106a0ff227153e589e7dfc3";"<id:age>";"22";"<id:sex>";"female";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch, T√ºrkisch";"weiter";id;q5v4pphr37t8ev3o01g02ur1o0;ip;84.115.228.178;time(s);16.377.471.350.034;data;<id:prolificID>;<id:prolificID>;prolificID;6106a0ff227153e589e7dfc3;<id:age>;<id:age>;age;22;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch, T√ºrkisch;submit;weiter;;
"q5v4pphr37t8ev3o01g02ur1o0";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;q5v4pphr37t8ev3o01g02ur1o0;ip;84.115.228.178;time(s);16.377.471.368.225;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"r1p22jvkdmoibirbhagr60auc1";"<id:prolificID>";"<id:prolificID>";"61378da5b986fb5bf474d049";"<id:age>";"21";"<id:sex>";"female";"<id:edu>";"Matura";"<id:natLang>";"Deutsch";"weiter";id;r1p22jvkdmoibirbhagr60auc1;ip;62.47.243.245;time(s);16.377.476.078.286;data;<id:prolificID>;<id:prolificID>;prolificID;61378da5b986fb5bf474d049;<id:age>;<id:age>;age;21;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Matura;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"r1p22jvkdmoibirbhagr60auc1";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;r1p22jvkdmoibirbhagr60auc1;ip;62.47.243.245;time(s);16.377.476.097.434;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"r7l8fmuk1s6kenldjutds8qsd7";"<id:prolificID>";"<id:prolificID>";"614e3c3154ce3c5d13251576";"<id:age>";"38";"<id:sex>";"male";"<id:edu>";"Abitur";"<id:natLang>";"deutsch";"weiter";id;r7l8fmuk1s6kenldjutds8qsd7;ip;5.146.255.129;time(s);16.377.467.459.416;data;<id:prolificID>;<id:prolificID>;prolificID;614e3c3154ce3c5d13251576;<id:age>;<id:age>;age;38;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"r7l8fmuk1s6kenldjutds8qsd7";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;r7l8fmuk1s6kenldjutds8qsd7;ip;5.146.255.129;time(s);16.377.467.487.942;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"rf04tu5mjbuek6h19t47ljr3h2";"<id:prolificID>";"<id:prolificID>";"5ea14bf64f71e2000acbc618";"<id:age>";"64";"<id:sex>";"female";"<id:edu>";"Hochschule";"<id:natLang>";"Deutsch";"weiter";id;rf04tu5mjbuek6h19t47ljr3h2;ip;91.110.241.104;time(s);16.377.467.970.566;data;<id:prolificID>;<id:prolificID>;prolificID;5ea14bf64f71e2000acbc618;<id:age>;<id:age>;age;64;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Hochschule;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"rf04tu5mjbuek6h19t47ljr3h2";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;rf04tu5mjbuek6h19t47ljr3h2;ip;91.110.241.104;time(s);16.377.468.214.144;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"rgqne5uhqj04g27q4icjrv2pf6";"<id:prolificID>";"<id:prolificID>";"60f2c01eda767e48b6c2830a";"<id:age>";"24";"<id:sex>";"male";"<id:edu>";"Matura/Abitur";"<id:natLang>";"Deutsch";"weiter";id;rgqne5uhqj04g27q4icjrv2pf6;ip;165.225.94.113;time(s);16.377.466.510.682;data;<id:prolificID>;<id:prolificID>;prolificID;60f2c01eda767e48b6c2830a;<id:age>;<id:age>;age;24;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Matura/Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"rgqne5uhqj04g27q4icjrv2pf6";"feedback";"Was der Charakter dann gemacht hat ist ein sehr weiter Begriff, der f√ºr vieles verwendet werden konnte";"";"";"";"";"";"";"";"";"";"";id;rgqne5uhqj04g27q4icjrv2pf6;ip;165.225.94.113;time(s);16.377.466.885.255;data;feedback;Was der Charakter dann gemacht hat ist ein sehr weiter Begriff, der f√ºr vieles verwendet werden konnte;;;;;;;;;;;;;;;;;;;;;;
"s6396g0u8247ar0qm4k2eig813";"<id:prolificID>";"<id:prolificID>";"6166eeb9bbc93cc4ab518c6c";"<id:age>";"28";"<id:sex>";"female";"<id:edu>";"Master (M.Sc.)";"<id:natLang>";"Deutsch";"weiter";id;s6396g0u8247ar0qm4k2eig813;ip;129.187.254.46;time(s);16.377.474.862.504;data;<id:prolificID>;<id:prolificID>;prolificID;6166eeb9bbc93cc4ab518c6c;<id:age>;<id:age>;age;28;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Master (M.Sc.);<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"s6396g0u8247ar0qm4k2eig813";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;s6396g0u8247ar0qm4k2eig813;ip;129.187.254.46;time(s);16.377.474.906.826;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"scfg5e9k7i4ghmhfhr2r5eh783";"<id:prolificID>";"<id:prolificID>";"61238729c0fbab51ed954bef";"<id:age>";"28";"<id:sex>";"female";"<id:edu>";"Masterabschluss";"<id:natLang>";"Deutsch";"weiter";id;scfg5e9k7i4ghmhfhr2r5eh783;ip;88.117.118.6;time(s);16.377.456.628.853;data;<id:prolificID>;<id:prolificID>;prolificID;61238729c0fbab51ed954bef;<id:age>;<id:age>;age;28;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Masterabschluss;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"scfg5e9k7i4ghmhfhr2r5eh783";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;scfg5e9k7i4ghmhfhr2r5eh783;ip;88.117.118.6;time(s);16.377.456.646.225;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"sfpq3da2kqj33e0e9ue4f0d265";"<id:prolificID>";"<id:prolificID>";"615043f81a9464fc0e5a87bf";"<id:age>";"46";"<id:sex>";"male";"<id:edu>";"M.A. & Dipl.-Ing.";"<id:natLang>";"deutsch";"weiter";id;sfpq3da2kqj33e0e9ue4f0d265;ip;80.133.112.242;time(s);16.377.471.587.700;data;<id:prolificID>;<id:prolificID>;prolificID;615043f81a9464fc0e5a87bf;<id:age>;<id:age>;age;46;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;M.A. & Dipl.-Ing.;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"sfpq3da2kqj33e0e9ue4f0d265";"feedback";"war deutlich koh√§renter und nachvollziehbarer (auch im \"handling\") als viele der anderen studien, die man bei prolific angeboten kommt. :)";"";"";"";"";"";"";"";"";"";"";id;sfpq3da2kqj33e0e9ue4f0d265;ip;80.133.112.242;time(s);16.377.472.002.498;data;feedback;war deutlich koh√§renter und nachvollziehbarer (auch im "handling") als viele der anderen studien, die man bei prolific angeboten kommt. :);;;;;;;;;;;;;;;;;;;;;;
"su1s9b5o3spg1cl1d8jmr0r4n3";"<id:prolificID>";"<id:prolificID>";"60b5e0c5d5961058833d61ca";"<id:age>";"23";"<id:sex>";"male";"<id:edu>";"Matura";"<id:natLang>";"Deutsch";"weiter";id;su1s9b5o3spg1cl1d8jmr0r4n3;ip;83.65.220.227;time(s);16.377.467.062.193;data;<id:prolificID>;<id:prolificID>;prolificID;60b5e0c5d5961058833d61ca;<id:age>;<id:age>;age;23;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Matura;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"su1s9b5o3spg1cl1d8jmr0r4n3";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;su1s9b5o3spg1cl1d8jmr0r4n3;ip;83.65.220.227;time(s);16.377.467.084.947;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"tn95f8g8dee2ptbj2k0428sfl4";"<id:prolificID>";"<id:prolificID>";"5e6a3e3d265930022e81c70b";"<id:age>";"27";"<id:sex>";"male";"<id:edu>";"Fachabitur";"<id:natLang>";"Deutsch, Russisch";"weiter";id;tn95f8g8dee2ptbj2k0428sfl4;ip;84.186.42.50;time(s);16.377.463.243.633;data;<id:prolificID>;<id:prolificID>;prolificID;5e6a3e3d265930022e81c70b;<id:age>;<id:age>;age;27;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Fachabitur;<id:natLang>;<id:natLang>;natLang;Deutsch, Russisch;submit;weiter;;
"tn95f8g8dee2ptbj2k0428sfl4";"feedback";"Die S√§tze waren leicht und verst√§ndlich, die Auswahl war sehr gut so k√∂nnen sie auch Personen aussortieren die zuf√§llig was eingeben. ";"";"";"";"";"";"";"";"";"";"";id;tn95f8g8dee2ptbj2k0428sfl4;ip;84.186.42.50;time(s);16.377.464.371.367;data;feedback;Die S√§tze waren leicht und verst√§ndlich, die Auswahl war sehr gut so k√∂nnen sie auch Personen aussortieren die zuf√§llig was eingeben. ;;;;;;;;;;;;;;;;;;;;;;
"unr4upmurd6tb7ufh7vj1hhqn7";"<id:prolificID>";"<id:prolificID>";"5e21ce87a79c2b4bd0b8f096";"<id:age>";"62";"<id:sex>";"female";"<id:edu>";"Abitur";"<id:natLang>";"Deutsch";"weiter";id;unr4upmurd6tb7ufh7vj1hhqn7;ip;89.19.67.240;time(s);16.377.466.144.468;data;<id:prolificID>;<id:prolificID>;prolificID;5e21ce87a79c2b4bd0b8f096;<id:age>;<id:age>;age;62;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"unr4upmurd6tb7ufh7vj1hhqn7";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;unr4upmurd6tb7ufh7vj1hhqn7;ip;89.19.67.240;time(s);16.377.466.169.982;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"vct4iv9vi7da34tmtqderkep62";"<id:prolificID>";"<id:prolificID>";"600bcf5e316e2628c33d0a0a";"<id:age>";"28";"<id:sex>";"male";"<id:edu>";"Berufsreife";"<id:natLang>";"Deutsch";"weiter";id;vct4iv9vi7da34tmtqderkep62;ip;79.242.130.19;time(s);16.377.451.116.855;data;<id:prolificID>;<id:prolificID>;prolificID;600bcf5e316e2628c33d0a0a;<id:age>;<id:age>;age;28;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Berufsreife;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"vct4iv9vi7da34tmtqderkep62";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;vct4iv9vi7da34tmtqderkep62;ip;79.242.130.19;time(s);16.377.451.173.107;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"vk83ec5g0h5ljcdgpe7lg1snd6";"<id:prolificID>";"<id:prolificID>";"60ba3ebfc9057bd9ad6c8cfa";"<id:age>";"42";"<id:sex>";"female";"<id:edu>";"Gymnasium";"<id:natLang>";"Deutsch";"weiter";id;vk83ec5g0h5ljcdgpe7lg1snd6;ip;92.7.122.190;time(s);16.377.472.358.035;data;<id:prolificID>;<id:prolificID>;prolificID;60ba3ebfc9057bd9ad6c8cfa;<id:age>;<id:age>;age;42;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Gymnasium;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
"vk83ec5g0h5ljcdgpe7lg1snd6";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;vk83ec5g0h5ljcdgpe7lg1snd6;ip;92.7.122.190;time(s);16.377.472.392.862;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
"vmub1rimb73apk5jhp6rjb5jl0";"<id:prolificID>";"<id:prolificID>";"5be95af71ca46b0001862746";"<id:age>";"46";"<id:sex>";"male";"<id:edu>";"diplom";"<id:natLang>";"deutsch";"weiter";id;vmub1rimb73apk5jhp6rjb5jl0;ip;77.191.120.242;time(s);16.377.474.846.730;data;<id:prolificID>;<id:prolificID>;prolificID;5be95af71ca46b0001862746;<id:age>;<id:age>;age;46;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;diplom;<id:natLang>;<id:natLang>;natLang;deutsch;submit;weiter;;
"vmub1rimb73apk5jhp6rjb5jl0";"feedback";"";"";"";"";"";"";"";"";"";"";"";id;vmub1rimb73apk5jhp6rjb5jl0;ip;77.191.120.242;time(s);16.377.474.889.170;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
