id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.356.926.114;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.059.615;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.250.253;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;85;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.371.396;data;<id:c1-t14>;<id:c1-t14>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-14;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.591.461;data;<id:f-5>;<id:f-5>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.656.110;data;<id:f-6>;<id:f-6>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.758.174;data;<id:f-8>;<id:f-8>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;83;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.878.523;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;96;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.357.996.851;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;85;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.210.295;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;95;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.348.000;data;<id:f-3>;<id:f-3>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;38;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.496.668;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;85;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.596.444;data;<id:f-7>;<id:f-7>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;94;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.723.114;data;<id:c1-t13>;<id:c1-t13>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;1;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.791.649;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-42;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.358.868.284;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;59;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.359.085.444;data;<id:c3-t8>;<id:c3-t8>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;50;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.359.240.486;data;<id:c3-t15>;<id:c3-t15>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-27;submit;weiter;;;;;;;;;;;;
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.359.438.824;data;<id:prolificID>;<id:prolificID>;prolificID;6157d19d2de5a5fe697d989b;<id:age>;<id:age>;age;23;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu; Mittlere Reife;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;eiv5156p7pjfvsea8rmvsbqua6;ip;92.211.177.41;time(s);16.378.359.479.654;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.361.486.300;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.022.079;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.166.931;data;<id:f-5>;<id:f-5>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.362.828;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.482.289;data;<id:f-3>;<id:f-3>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;55;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.597.370;data;<id:f-6>;<id:f-6>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;70;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.675.067;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.789.338;data;<id:f-7>;<id:f-7>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.362.930.575;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;52;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.011.685;data;<id:c1-t14>;<id:c1-t14>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-45;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.164.626;data;<id:c3-t15>;<id:c3-t15>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;41;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.282.480;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;71;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.401.882;data;<id:f-8>;<id:f-8>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-1;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.483.775;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;57;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.588.823;data;<id:f-1>;<id:f-1>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;46;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.674.266;data;<id:c1-t13>;<id:c1-t13>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;0;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.785.779;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;39;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.363.931.805;data;<id:c3-t8>;<id:c3-t8>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;6;submit;weiter;;;;;;;;;;;;
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.364.143.864;data;<id:prolificID>;<id:prolificID>;prolificID;5f26653dac312a2b886d5b21;<id:age>;<id:age>;age;23;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Bachelor;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;huatpa83vvamuuckd4qvprh5r3;ip;77.189.138.24;time(s);16.378.364.292.825;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.351.729.216;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.352.483.261;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.352.677.630;data;<id:f-5>;<id:f-5>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;66;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.352.906.173;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;45;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.003.894;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;68;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.098.363;data;<id:f-7>;<id:f-7>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;87;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.225.277;data;<id:c1-t14>;<id:c1-t14>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;29;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.328.984;data;<id:f-3>;<id:f-3>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-31;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.480.848;data;<id:c3-t8>;<id:c3-t8>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;37;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.635.957;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.762.781;data;<id:c3-t15>;<id:c3-t15>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;59;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.828.034;data;<id:c1-t13>;<id:c1-t13>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-54;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.353.930.335;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;32;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.073.687;data;<id:f-8>;<id:f-8>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;-16;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.175.179;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-55;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.263.036;data;<id:f-6>;<id:f-6>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-58;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.346.105;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;75;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.415.468;data;<id:f-2>;<id:f-2>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-30;submit;weiter;;;;;;;;;;;;
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.657.057;data;<id:prolificID>;<id:prolificID>;prolificID;6046b9bf731b0611fe4d0159;<id:age>;<id:age>;age;24;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;plri9c3jmjfn41263mceg22r44;ip;93.235.204.76;time(s);16.378.354.725.083;data;feedback;;;;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.364.966.411;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.276.437;data;judgement;-100;submit;Experiment starten;;;;;;;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.363.281;data;<id:f-6>;<id:f-6>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.457.761;data;<id:f-7>;<id:f-7>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.548.484;data;<id:f-1>;<id:f-1>;<id:unfront>;<id:unfront>;<id:front>;<id:front>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.642.216;data;<id:f-8>;<id:f-8>;<id:dm>;<id:dm>;<id:no_dm>;<id:no_dm>;judgement;-54;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.728.703;data;<id:control-4>;<id:control-4>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;-60;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.843.080;data;<id:c1-t14>;<id:c1-t14>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.365.931.232;data;<id:control-3>;<id:control-3>;<id:definite>;<id:definite>;<id:pro>;<id:pro>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.016.308;data;<id:control-2>;<id:control-2>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.073.930;data;<id:c1-t13>;<id:c1-t13>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.157.157;data;<id:f-3>;<id:f-3>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.265.628;data;<id:c3-t8>;<id:c3-t8>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;-100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.689.394;data;<id:c3-t15>;<id:c3-t15>;<id:canonical>;<id:canonical>;<id:cleft>;<id:cleft>;judgement;0;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.736.826;data;<id:f-4>;<id:f-4>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.366.801.244;data;<id:f-2>;<id:f-2>;<id:front>;<id:front>;<id:unfront>;<id:unfront>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.379.601.254;data;<id:control-1>;<id:control-1>;<id:pro>;<id:pro>;<id:definite>;<id:definite>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.379.901.818;data;<id:f-5>;<id:f-5>;<id:no_dm>;<id:no_dm>;<id:dm>;<id:dm>;judgement;100;submit;weiter;;;;;;;;;;;;
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.380.047.920;data;<id:prolificID>;<id:prolificID>;prolificID;6154674ec17b32d37a48359c;<id:age>;<id:age>;age;30;<id:sex>;<id:sex>;sex;male;<id:edu>;<id:edu>;edu;Lehre;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter
id;sshvtg9u6batiqf9g5hf9f1c67;ip;217.116.176.198;time(s);16.378.380.077.429;data;feedback;;;;;;;;;;;;;;;;;;;;;
