id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.412.957.044;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;;;
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.413.466.762;data;expectedness1;41;expectedness2;62;expectedness3;7;expectedness4;4;expectedness5;54;submit;Experiment starten;;;;;;;;;;;;
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.413.881.908;data;<id:c3-t11>;<id:c3-t11>;<id:irr>;<id:irr>;expectedness1;0;<id:pq2>;<id:pq2>;expectedness2;7;<id:then>;<id:then>;expectedness3;77;<id:pq3>;<id:pq3>;expectedness4;22;<id:pq1>;<id:pq1>;expectedness5;22;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.414.271.485;data;<id:f4>;<id:f4>;<id:q5>;<id:q5>;expectedness1;9;<id:q3>;<id:q3>;expectedness2;25;<id:q2>;<id:q2>;expectedness3;5;<id:q4>;<id:q4>;expectedness4;5;<id:q1>;<id:q1>;expectedness5;100;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.414.655.208;data;<id:c3-t14>;<id:c3-t14>;<id:irr>;<id:irr>;expectedness1;0;<id:then>;<id:then>;expectedness2;42;<id:pq2>;<id:pq2>;expectedness3;1;<id:pq3>;<id:pq3>;expectedness4;83;<id:pq1>;<id:pq1>;expectedness5;12;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.415.002.675;data;<id:f13>;<id:f13>;<id:q2>;<id:q2>;expectedness1;7;<id:q4>;<id:q4>;expectedness2;31;<id:q3>;<id:q3>;expectedness3;7;<id:q1>;<id:q1>;expectedness4;100;<id:q5>;<id:q5>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.415.316.276;data;<id:f9>;<id:f9>;<id:q1>;<id:q1>;expectedness1;91;<id:q2>;<id:q2>;expectedness2;73;<id:q5>;<id:q5>;expectedness3;6;<id:q3>;<id:q3>;expectedness4;35;<id:q4>;<id:q4>;expectedness5;27;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.415.688.081;data;<id:f11>;<id:f11>;<id:q5>;<id:q5>;expectedness1;0;<id:q1>;<id:q1>;expectedness2;14;<id:q3>;<id:q3>;expectedness3;0;<id:q4>;<id:q4>;expectedness4;51;<id:q2>;<id:q2>;expectedness5;59;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.415.998.170;data;<id:f1>;<id:f1>;<id:q2>;<id:q2>;expectedness1;54;<id:q4>;<id:q4>;expectedness2;76;<id:q3>;<id:q3>;expectedness3;76;<id:q1>;<id:q1>;expectedness4;0;<id:q5>;<id:q5>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.416.219.260;data;<id:f3>;<id:f3>;<id:q4>;<id:q4>;expectedness1;0;<id:q5>;<id:q5>;expectedness2;0;<id:q3>;<id:q3>;expectedness3;39;<id:q2>;<id:q2>;expectedness4;30;<id:q1>;<id:q1>;expectedness5;92;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.416.497.081;data;<id:c1-t7>;<id:c1-t7>;<id:pq2>;<id:pq2>;expectedness1;83;<id:irr>;<id:irr>;expectedness2;0;<id:then>;<id:then>;expectedness3;80;<id:pq3>;<id:pq3>;expectedness4;21;<id:pq1>;<id:pq1>;expectedness5;80;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.416.767.100;data;<id:f12>;<id:f12>;<id:q1>;<id:q1>;expectedness1;89;<id:q2>;<id:q2>;expectedness2;76;<id:q5>;<id:q5>;expectedness3;0;<id:q3>;<id:q3>;expectedness4;89;<id:q4>;<id:q4>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.417.049.859;data;<id:f10>;<id:f10>;<id:q5>;<id:q5>;expectedness1;80;<id:q4>;<id:q4>;expectedness2;82;<id:q2>;<id:q2>;expectedness3;3;<id:q3>;<id:q3>;expectedness4;1;<id:q1>;<id:q1>;expectedness5;74;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.417.287.452;data;<id:c3-t16>;<id:c3-t16>;<id:pq3>;<id:pq3>;expectedness1;77;<id:irr>;<id:irr>;expectedness2;0;<id:pq2>;<id:pq2>;expectedness3;7;<id:pq1>;<id:pq1>;expectedness4;35;<id:then>;<id:then>;expectedness5;74;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.417.642.827;data;<id:f2>;<id:f2>;<id:q2>;<id:q2>;expectedness1;48;<id:q3>;<id:q3>;expectedness2;81;<id:q4>;<id:q4>;expectedness3;82;<id:q1>;<id:q1>;expectedness4;82;<id:q5>;<id:q5>;expectedness5;46;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.417.957.105;data;<id:c1-t5>;<id:c1-t5>;<id:pq3>;<id:pq3>;expectedness1;12;<id:pq2>;<id:pq2>;expectedness2;70;<id:then>;<id:then>;expectedness3;70;<id:pq1>;<id:pq1>;expectedness4;91;<id:irr>;<id:irr>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.418.209.372;data;<id:f5>;<id:f5>;<id:q5>;<id:q5>;expectedness1;0;<id:q4>;<id:q4>;expectedness2;12;<id:q3>;<id:q3>;expectedness3;53;<id:q1>;<id:q1>;expectedness4;54;<id:q2>;<id:q2>;expectedness5;55;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.418.452.310;data;<id:c1-t8>;<id:c1-t8>;<id:pq1>;<id:pq1>;expectedness1;70;<id:irr>;<id:irr>;expectedness2;0;<id:pq2>;<id:pq2>;expectedness3;63;<id:then>;<id:then>;expectedness4;63;<id:pq3>;<id:pq3>;expectedness5;2;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.418.688.832;data;<id:c3-t10>;<id:c3-t10>;<id:then>;<id:then>;expectedness1;34;<id:irr>;<id:irr>;expectedness2;0;<id:pq1>;<id:pq1>;expectedness3;30;<id:pq2>;<id:pq2>;expectedness4;31;<id:pq3>;<id:pq3>;expectedness5;94;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.418.945.555;data;<id:f14>;<id:f14>;<id:q2>;<id:q2>;expectedness1;3;<id:q1>;<id:q1>;expectedness2;81;<id:q3>;<id:q3>;expectedness3;1;<id:q4>;<id:q4>;expectedness4;1;<id:q5>;<id:q5>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.419.263.750;data;<id:c3-t12>;<id:c3-t12>;<id:pq2>;<id:pq2>;expectedness1;50;<id:irr>;<id:irr>;expectedness2;0;<id:then>;<id:then>;expectedness3;39;<id:pq1>;<id:pq1>;expectedness4;30;<id:pq3>;<id:pq3>;expectedness5;90;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.419.469.724;data;<id:f6>;<id:f6>;<id:q4>;<id:q4>;expectedness1;0;<id:q1>;<id:q1>;expectedness2;87;<id:q5>;<id:q5>;expectedness3;4;<id:q2>;<id:q2>;expectedness4;87;<id:q3>;<id:q3>;expectedness5;4;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.419.732.973;data;<id:c3-t13>;<id:c3-t13>;<id:irr>;<id:irr>;expectedness1;0;<id:then>;<id:then>;expectedness2;17;<id:pq2>;<id:pq2>;expectedness3;60;<id:pq1>;<id:pq1>;expectedness4;89;<id:pq3>;<id:pq3>;expectedness5;95;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.419.970.859;data;<id:c1-t3>;<id:c1-t3>;<id:then>;<id:then>;expectedness1;29;<id:irr>;<id:irr>;expectedness2;0;<id:pq1>;<id:pq1>;expectedness3;95;<id:pq3>;<id:pq3>;expectedness4;13;<id:pq2>;<id:pq2>;expectedness5;15;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.420.103.764;data;<id:c1-t1>;<id:c1-t1>;<id:pq2>;<id:pq2>;expectedness1;88;<id:irr>;<id:irr>;expectedness2;0;<id:pq3>;<id:pq3>;expectedness3;83;<id:pq1>;<id:pq1>;expectedness4;68;<id:then>;<id:then>;expectedness5;47;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.420.251.465;data;<id:c1-t4>;<id:c1-t4>;<id:then>;<id:then>;expectedness1;45;<id:pq1>;<id:pq1>;expectedness2;92;<id:pq3>;<id:pq3>;expectedness3;40;<id:pq2>;<id:pq2>;expectedness4;24;<id:irr>;<id:irr>;expectedness5;0;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.420.536.626;data;<id:c3-t9>;<id:c3-t9>;<id:pq1>;<id:pq1>;expectedness1;76;<id:pq3>;<id:pq3>;expectedness2;41;<id:pq2>;<id:pq2>;expectedness3;42;<id:irr>;<id:irr>;expectedness4;0;<id:then>;<id:then>;expectedness5;36;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.420.743.866;data;<id:f7>;<id:f7>;<id:q2>;<id:q2>;expectedness1;12;<id:q4>;<id:q4>;expectedness2;91;<id:q3>;<id:q3>;expectedness3;0;<id:q1>;<id:q1>;expectedness4;6;<id:q5>;<id:q5>;expectedness5;26;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.420.928.116;data;<id:c1-t6>;<id:c1-t6>;<id:pq1>;<id:pq1>;expectedness1;83;<id:pq2>;<id:pq2>;expectedness2;74;<id:then>;<id:then>;expectedness3;37;<id:irr>;<id:irr>;expectedness4;0;<id:pq3>;<id:pq3>;expectedness5;35;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.421.192.495;data;<id:c3-t15>;<id:c3-t15>;<id:then>;<id:then>;expectedness1;20;<id:pq2>;<id:pq2>;expectedness2;91;<id:irr>;<id:irr>;expectedness3;0;<id:pq3>;<id:pq3>;expectedness4;92;<id:pq1>;<id:pq1>;expectedness5;14;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.421.489.519;data;<id:f8>;<id:f8>;<id:q5>;<id:q5>;expectedness1;0;<id:q2>;<id:q2>;expectedness2;74;<id:q1>;<id:q1>;expectedness3;89;<id:q3>;<id:q3>;expectedness4;81;<id:q4>;<id:q4>;expectedness5;5;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.421.681.075;data;<id:c1-t2>;<id:c1-t2>;<id:then>;<id:then>;expectedness1;14;<id:pq3>;<id:pq3>;expectedness2;0;<id:pq2>;<id:pq2>;expectedness3;94;<id:irr>;<id:irr>;expectedness4;0;<id:pq1>;<id:pq1>;expectedness5;95;submit;weiter
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.422.005.452;data;<id:prolificID>;<id:prolificID>;prolificID;5e7b485f469f741485b7803e;<id:age>;<id:age>;age;26;<id:sex>;<id:sex>;sex;female;<id:edu>;<id:edu>;edu;Abitur;<id:natLang>;<id:natLang>;natLang;Deutsch;submit;weiter;;
id;29pfvlifaa3p0ngtnr3bn6aia5;ip;95.222.28.131;time(s);16.371.422.037.471;data;feedback;;;;;;;;;;;;;;;;;;;;;;;
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.413.882.354;data;submit;Ich möchte an dem Experiment teilnehmen!;;;;;;;;;;;;;;;;;;;;;;
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.414.359.223;data;expectedness1;17;expectedness2;4;expectedness3;34;expectedness4;0;expectedness5;77;submit;Experiment starten;;;;;;;;;;;;
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.414.569.278;data;<id:f12>;<id:f12>;<id:q1>;<id:q1>;expectedness1;42;<id:q4>;<id:q4>;expectedness2;0;<id:q2>;<id:q2>;expectedness3;3;<id:q5>;<id:q5>;expectedness4;0;<id:q3>;<id:q3>;expectedness5;53;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.414.748.628;data;<id:f2>;<id:f2>;<id:q1>;<id:q1>;expectedness1;72;<id:q2>;<id:q2>;expectedness2;12;<id:q3>;<id:q3>;expectedness3;45;<id:q4>;<id:q4>;expectedness4;46;<id:q5>;<id:q5>;expectedness5;50;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.029.675;data;<id:c3-t11>;<id:c3-t11>;<id:pq1>;<id:pq1>;expectedness1;53;<id:irr>;<id:irr>;expectedness2;0;<id:pq2>;<id:pq2>;expectedness3;26;<id:then>;<id:then>;expectedness4;27;<id:pq3>;<id:pq3>;expectedness5;21;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.218.744;data;<id:f7>;<id:f7>;<id:q4>;<id:q4>;expectedness1;50;<id:q5>;<id:q5>;expectedness2;0;<id:q3>;<id:q3>;expectedness3;0;<id:q1>;<id:q1>;expectedness4;0;<id:q2>;<id:q2>;expectedness5;16;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.355.618;data;<id:f14>;<id:f14>;<id:q5>;<id:q5>;expectedness1;0;<id:q4>;<id:q4>;expectedness2;0;<id:q3>;<id:q3>;expectedness3;5;<id:q2>;<id:q2>;expectedness4;10;<id:q1>;<id:q1>;expectedness5;100;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.509.785;data;<id:c1-t6>;<id:c1-t6>;<id:pq2>;<id:pq2>;expectedness1;48;<id:pq1>;<id:pq1>;expectedness2;64;<id:then>;<id:then>;expectedness3;63;<id:irr>;<id:irr>;expectedness4;0;<id:pq3>;<id:pq3>;expectedness5;49;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.687.077;data;<id:c3-t16>;<id:c3-t16>;<id:pq3>;<id:pq3>;expectedness1;55;<id:pq2>;<id:pq2>;expectedness2;16;<id:pq1>;<id:pq1>;expectedness3;54;<id:irr>;<id:irr>;expectedness4;0;<id:then>;<id:then>;expectedness5;54;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.825.683;data;<id:f10>;<id:f10>;<id:q5>;<id:q5>;expectedness1;82;<id:q3>;<id:q3>;expectedness2;0;<id:q2>;<id:q2>;expectedness3;33;<id:q4>;<id:q4>;expectedness4;75;<id:q1>;<id:q1>;expectedness5;97;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.415.942.748;data;<id:c1-t7>;<id:c1-t7>;<id:irr>;<id:irr>;expectedness1;0;<id:pq1>;<id:pq1>;expectedness2;73;<id:pq2>;<id:pq2>;expectedness3;73;<id:then>;<id:then>;expectedness4;74;<id:pq3>;<id:pq3>;expectedness5;0;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.416.100.285;data;<id:c1-t3>;<id:c1-t3>;<id:pq3>;<id:pq3>;expectedness1;0;<id:pq1>;<id:pq1>;expectedness2;54;<id:irr>;<id:irr>;expectedness3;0;<id:pq2>;<id:pq2>;expectedness4;42;<id:then>;<id:then>;expectedness5;79;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.416.257.407;data;<id:f8>;<id:f8>;<id:q2>;<id:q2>;expectedness1;68;<id:q5>;<id:q5>;expectedness2;0;<id:q3>;<id:q3>;expectedness3;78;<id:q4>;<id:q4>;expectedness4;46;<id:q1>;<id:q1>;expectedness5;72;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.416.483.445;data;<id:f9>;<id:f9>;<id:q2>;<id:q2>;expectedness1;91;<id:q4>;<id:q4>;expectedness2;64;<id:q5>;<id:q5>;expectedness3;65;<id:q3>;<id:q3>;expectedness4;58;<id:q1>;<id:q1>;expectedness5;85;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.416.654.691;data;<id:c1-t8>;<id:c1-t8>;<id:irr>;<id:irr>;expectedness1;0;<id:pq2>;<id:pq2>;expectedness2;64;<id:pq3>;<id:pq3>;expectedness3;0;<id:then>;<id:then>;expectedness4;84;<id:pq1>;<id:pq1>;expectedness5;77;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.416.860.633;data;<id:c3-t14>;<id:c3-t14>;<id:pq2>;<id:pq2>;expectedness1;47;<id:pq1>;<id:pq1>;expectedness2;68;<id:pq3>;<id:pq3>;expectedness3;0;<id:irr>;<id:irr>;expectedness4;0;<id:then>;<id:then>;expectedness5;80;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.021.619;data;<id:f11>;<id:f11>;<id:q3>;<id:q3>;expectedness1;0;<id:q2>;<id:q2>;expectedness2;94;<id:q1>;<id:q1>;expectedness3;87;<id:q5>;<id:q5>;expectedness4;0;<id:q4>;<id:q4>;expectedness5;85;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.140.126;data;<id:f3>;<id:f3>;<id:q3>;<id:q3>;expectedness1;54;<id:q1>;<id:q1>;expectedness2;100;<id:q5>;<id:q5>;expectedness3;0;<id:q2>;<id:q2>;expectedness4;68;<id:q4>;<id:q4>;expectedness5;0;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.284.003;data;<id:f4>;<id:f4>;<id:q1>;<id:q1>;expectedness1;100;<id:q5>;<id:q5>;expectedness2;55;<id:q3>;<id:q3>;expectedness3;53;<id:q4>;<id:q4>;expectedness4;11;<id:q2>;<id:q2>;expectedness5;27;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.534.315;data;<id:f5>;<id:f5>;<id:q5>;<id:q5>;expectedness1;39;<id:q3>;<id:q3>;expectedness2;48;<id:q4>;<id:q4>;expectedness3;31;<id:q1>;<id:q1>;expectedness4;60;<id:q2>;<id:q2>;expectedness5;76;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.728.578;data;<id:c3-t15>;<id:c3-t15>;<id:pq1>;<id:pq1>;expectedness1;70;<id:pq3>;<id:pq3>;expectedness2;77;<id:pq2>;<id:pq2>;expectedness3;58;<id:then>;<id:then>;expectedness4;100;<id:irr>;<id:irr>;expectedness5;0;submit;weiter
id;eluh4ta6l0agoqf4c3643amm56;ip;176.199.7.167;time(s);16.371.417.921.177;data;<id:c3-t10>;<id:c3-t10>;<id:pq3>;<id:pq3>;expectedness1;73;<id:pq2>;<id:pq2>;expectedness2;75;<id:pq1>;<id:pq1>;expectedness3;35;<id:irr>;<id:irr>;expectedness4;0;<id:then>;<id:then>;expectedness5;94;submit;weiter
